game_id,condition,round,total_rounds,phase,han_scs,sc_delta,pressure,pressure_pos,unit,order_type,action,target,support_state,reasoning_chars
random_oracle_opus_20260403_125734_f6d2,yarrow,1,20,early,2,0,stable,stable,shangdang,move,move,taihang,,162
random_oracle_opus_20260403_125734_f6d2,yarrow,1,20,early,2,0,stable,stable,zheng,move,move,luoyang,,235
random_oracle_opus_20260403_125734_f6d2,yarrow,2,20,early,2,0,stable,stable,shangdang,hold,hold,,,673
random_oracle_opus_20260403_125734_f6d2,yarrow,2,20,early,2,0,stable,stable,zheng,move,move,luoyang,,681
random_oracle_opus_20260403_125734_f6d2,yarrow,3,20,early,1,-1,losing,losing,shangdang,hold,hold,,,235
random_oracle_opus_20260403_125734_f6d2,yarrow,3,20,early,1,-1,losing,losing,zheng,move,move,luoyang,,248
random_oracle_opus_20260403_125734_f6d2,yarrow,4,20,early,1,0,stable,losing,zheng,move,move,shangcai,,412
random_oracle_opus_20260403_125734_f6d2,yarrow,5,20,early,1,0,stable,losing,zheng,hold,hold,,,221
random_oracle_opus_20260403_125734_f6d2,yarrow,6,20,early,1,0,stable,losing,zheng,move,move,luoyang,,472
random_oracle_opus_20260403_125734_f6d2,yarrow,7,20,mid,1,0,stable,losing,zheng,move,move,luoyang,,713
random_oracle_opus_20260403_125734_f6d2,yarrow,8,20,mid,0,-1,losing,losing,zheng,move,move,luoyang,,920
random_oracle_opus_20260403_125737_c9b7,yarrow,1,20,early,2,0,stable,stable,shangdang,hold,hold,,,197
random_oracle_opus_20260403_125737_c9b7,yarrow,1,20,early,2,0,stable,stable,zheng,move,move,luoyang,,242
random_oracle_opus_20260403_125737_c9b7,yarrow,2,20,early,1,-1,losing,losing,shangdang,hold,hold,,,145
random_oracle_opus_20260403_125737_c9b7,yarrow,2,20,early,1,-1,losing,losing,zheng,move,move,luoyang,,276
random_oracle_opus_20260403_125737_c9b7,yarrow,3,20,early,1,0,stable,losing,shangdang,hold,hold,,,195
random_oracle_opus_20260403_125737_c9b7,yarrow,4,20,early,0,-1,losing,losing,shangdang,hold,hold,,,964
random_oracle_opus_20260404_101008_0154,yarrow,1,20,early,3,1,gaining,stable,shangdang,hold,hold,,,464
random_oracle_opus_20260404_101008_0154,yarrow,1,20,early,3,1,gaining,stable,zheng,move,move,shangcai,,590
random_oracle_opus_20260404_101008_0154,yarrow,2,20,early,2,-1,losing,stable,zheng,hold,hold,,,408
random_oracle_opus_20260404_101008_0154,yarrow,2,20,early,2,-1,losing,stable,shangcai,support,self_support,zheng,han,388
random_oracle_opus_20260404_101008_0154,yarrow,2,20,early,2,-1,losing,stable,shangdang,move,move,zhongtiao,,431
random_oracle_opus_20260404_101008_0154,yarrow,3,20,early,2,0,stable,stable,shangcai,support,self_support,zheng,han,546
random_oracle_opus_20260404_101008_0154,yarrow,3,20,early,2,0,stable,stable,zheng,hold,hold,,,544
random_oracle_opus_20260404_101008_0154,yarrow,4,20,early,2,0,stable,stable,zheng,hold,hold,,,473
random_oracle_opus_20260404_101008_0154,yarrow,4,20,early,2,0,stable,stable,shangcai,support,self_support,zheng,han,550
random_oracle_opus_20260404_101008_0154,yarrow,5,20,early,2,0,stable,stable,shangcai,hold,hold,,,492
random_oracle_opus_20260404_101008_0154,yarrow,5,20,early,2,0,stable,stable,zheng,support,self_support,shangcai,han,542
random_oracle_opus_20260404_101008_0154,yarrow,6,20,early,2,0,stable,stable,zheng,move,move,luoyang,,823
random_oracle_opus_20260404_101008_0154,yarrow,6,20,early,2,0,stable,stable,shangcai,move,move,jianghan_plain,,608
random_oracle_opus_20260404_101008_0154,yarrow,7,20,mid,1,-1,losing,losing,luoyang,hold,hold,,,153
random_oracle_opus_20260404_101008_0154,yarrow,7,20,mid,1,-1,losing,losing,jianghan_plain,move,move,chenggao,,211
random_oracle_opus_20260404_101008_0154,yarrow,8,20,mid,0,-1,losing,losing,chenggao,hold,hold,,,824
random_oracle_opus_20260404_101008_ea16,yarrow,1,20,early,3,1,gaining,stable,shangdang,hold,hold,,,725
random_oracle_opus_20260404_101008_ea16,yarrow,1,20,early,3,1,gaining,stable,zheng,move,move,shangcai,,613
random_oracle_opus_20260404_101008_ea16,yarrow,2,20,early,3,0,stable,stable,zheng,hold,hold,,,163
random_oracle_opus_20260404_101008_ea16,yarrow,2,20,early,3,0,stable,stable,shangdang,support,self_support,zheng,han,180
random_oracle_opus_20260404_101008_ea16,yarrow,2,20,early,3,0,stable,stable,shangcai,move,move,huai_river,,237
random_oracle_opus_20260404_101008_ea16,yarrow,3,20,early,3,0,stable,stable,zheng,hold,hold,,,248
random_oracle_opus_20260404_101008_ea16,yarrow,3,20,early,3,0,stable,stable,shangdang,support,self_support,zheng,han,171
random_oracle_opus_20260404_101008_ea16,yarrow,3,20,early,3,0,stable,stable,huai_river,hold,hold,,,156
random_oracle_opus_20260404_101008_ea16,yarrow,4,20,early,3,0,stable,stable,huai_river,move,move,chenliu,,494
random_oracle_opus_20260404_101008_ea16,yarrow,4,20,early,3,0,stable,stable,zheng,move,move,yewang,,368
random_oracle_opus_20260404_101008_ea16,yarrow,4,20,early,3,0,stable,stable,shangdang,hold,hold,,,455
random_oracle_opus_20260404_101008_ea16,yarrow,5,20,early,3,0,stable,stable,chenliu,hold,hold,,,237
random_oracle_opus_20260404_101008_ea16,yarrow,5,20,early,3,0,stable,stable,luoyang,support,other_support,nanyang,chu,268
random_oracle_opus_20260404_101008_ea16,yarrow,5,20,early,3,0,stable,stable,shangdang,move,move,zheng,,295
random_oracle_opus_20260404_101008_ea16,yarrow,6,20,early,2,-1,losing,stable,luoyang,move,move,central_plain,,160
random_oracle_opus_20260404_101008_ea16,yarrow,6,20,early,2,-1,losing,stable,chenliu,hold,hold,,,107
random_oracle_opus_20260404_101008_ea16,yarrow,6,20,early,2,-1,losing,stable,shangdang,hold,hold,,,106
random_oracle_opus_20260404_101008_ea16,yarrow,7,20,mid,2,0,stable,stable,chenliu,hold,hold,,,477
random_oracle_opus_20260404_101008_ea16,yarrow,7,20,mid,2,0,stable,stable,shangdang,hold,hold,,,573
random_oracle_opus_20260404_101008_ea16,yarrow,8,20,mid,2,0,stable,stable,daliang,hold,hold,,,106
random_oracle_opus_20260404_101008_ea16,yarrow,8,20,mid,2,0,stable,stable,shangdang,hold,hold,,,109
random_oracle_opus_20260404_101008_ea16,yarrow,9,20,mid,2,0,stable,stable,daliang,hold,hold,,,455
random_oracle_opus_20260404_101008_ea16,yarrow,9,20,mid,2,0,stable,stable,shangdang,hold,hold,,,647
random_oracle_opus_20260404_101008_ea16,yarrow,10,20,mid,2,0,stable,stable,daliang,hold,hold,,,321
random_oracle_opus_20260404_101008_ea16,yarrow,10,20,mid,2,0,stable,stable,shangdang,support,other_support,taihang,zhao,555
random_oracle_opus_20260404_101008_ea16,yarrow,11,20,mid,2,0,stable,stable,daliang,hold,hold,,,134
random_oracle_opus_20260404_101008_ea16,yarrow,11,20,mid,2,0,stable,stable,shangdang,hold,hold,,,164
random_oracle_opus_20260404_101008_ea16,yarrow,12,20,mid,2,0,stable,stable,daliang,hold,hold,,,181
random_oracle_opus_20260404_101008_ea16,yarrow,12,20,mid,2,0,stable,stable,shangdang,hold,hold,,,224
random_oracle_opus_20260404_101008_ea16,yarrow,13,20,mid,1,-1,losing,losing,daliang,hold,hold,,,411
random_oracle_opus_20260404_101008_ea16,yarrow,13,20,mid,1,-1,losing,losing,shangdang,hold,hold,,,522
random_oracle_opus_20260404_101008_ea16,yarrow,14,20,late,1,0,stable,losing,taihang,support,other_support,shangdang,wei,151
random_oracle_opus_20260404_101008_ea16,yarrow,15,20,late,1,0,stable,losing,taihang,support,other_support,shangdang,wei,227
random_oracle_opus_20260404_101008_ea16,yarrow,16,20,late,2,1,gaining,stable,taihang,move,move,yewang,,315
random_oracle_opus_20260404_101008_ea16,yarrow,17,20,late,2,0,stable,stable,henei,hold,hold,,,119
random_oracle_opus_20260404_101008_ea16,yarrow,17,20,late,2,0,stable,stable,yewang,support,self_support,henei,han,102
random_oracle_opus_20260404_101008_ea16,yarrow,18,20,late,2,0,stable,stable,henei,hold,hold,,,165
random_oracle_opus_20260404_101008_ea16,yarrow,18,20,late,2,0,stable,stable,yewang,support,other_support,zheng,qin,168
random_oracle_opus_20260404_101008_ea16,yarrow,19,20,late,2,0,stable,stable,henei,support,self_support,yewang,han,260
random_oracle_opus_20260404_101008_ea16,yarrow,19,20,late,2,0,stable,stable,yewang,hold,hold,,,186
random_oracle_opus_20260404_101008_ea16,yarrow,20,20,late,2,0,stable,stable,henei,hold,hold,,,211
random_oracle_opus_20260404_101008_ea16,yarrow,20,20,late,2,0,stable,stable,yewang,support,self_support,henei,han,242
random_oracle_opus_20260427_182540_65a1,yarrow,1,20,early,2,0,stable,stable,shangdang,hold,hold,,,614
random_oracle_opus_20260427_182540_65a1,yarrow,1,20,early,2,0,stable,stable,zheng,move,move,yewang,,1126
random_oracle_opus_20260427_182540_65a1,yarrow,2,20,early,2,0,stable,stable,shangdang,hold,hold,,,555
random_oracle_opus_20260427_182540_65a1,yarrow,2,20,early,2,0,stable,stable,zheng,hold,hold,,,820
random_oracle_opus_20260427_182540_65a1,yarrow,3,20,early,2,0,stable,stable,shangdang,hold,hold,,,374
random_oracle_opus_20260427_182540_65a1,yarrow,3,20,early,2,0,stable,stable,zheng,move,move,shangcai,,1011
random_oracle_opus_20260427_182540_65a1,yarrow,4,20,early,2,0,stable,stable,shangdang,support,self_support,zheng,han,460
random_oracle_opus_20260427_182540_65a1,yarrow,4,20,early,2,0,stable,stable,zheng,hold,hold,,,601
random_oracle_opus_20260427_182540_65a1,yarrow,5,20,early,1,-1,losing,losing,zheng,hold,hold,,,224
random_oracle_opus_20260427_182540_65a1,yarrow,5,20,early,1,-1,losing,losing,shangdang,support,self_support,zheng,han,438
random_oracle_opus_20260427_182540_65a1,yarrow,6,20,early,1,0,stable,losing,shangdang,hold,hold,,,904
random_oracle_opus_20260427_182540_65a1,yarrow,7,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1072
random_oracle_opus_20260427_182540_65a1,yarrow,8,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1172
random_oracle_opus_20260427_182540_65a1,yarrow,9,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1172
random_oracle_opus_20260427_182540_65a1,yarrow,10,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1312
random_oracle_opus_20260427_182540_65a1,yarrow,11,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1229
random_oracle_opus_20260427_182540_65a1,yarrow,12,20,mid,1,0,stable,losing,shangdang,support,other_support,taihang_north,zhao,1167
random_oracle_opus_20260427_182540_65a1,yarrow,13,20,mid,1,0,stable,losing,shangdang,move,move,zheng,,926
random_oracle_opus_20260427_182540_65a1,yarrow,14,20,late,1,0,stable,losing,shangdang,hold,hold,,,1329
random_oracle_opus_20260427_182540_65a1,yarrow,15,20,late,1,0,stable,losing,shangdang,support,other_support,zheng,wei,1023
random_oracle_opus_20260427_182540_65a1,yarrow,16,20,late,1,0,stable,losing,shangdang,hold,hold,,,763
random_oracle_opus_20260427_182540_65a1,yarrow,17,20,late,1,0,stable,losing,shangdang,hold,hold,,,1114
random_oracle_opus_20260427_182540_65a1,yarrow,18,20,late,1,0,stable,losing,shangdang,hold,hold,,,1308
random_oracle_opus_20260427_182540_65a1,yarrow,19,20,late,1,0,stable,losing,shangdang,hold,hold,,,95
random_oracle_opus_20260427_182540_65a1,yarrow,20,20,late,1,0,stable,losing,shangdang,hold,hold,,,464
random_oracle_opus_20260503_174137_3c96,yarrow,1,20,early,2,0,stable,stable,shangdang,hold,hold,,,90
random_oracle_opus_20260503_174137_3c96,yarrow,1,20,early,2,0,stable,stable,zheng,move,move,luoyang,,82
random_oracle_opus_20260503_174137_3c96,yarrow,2,20,early,2,0,stable,stable,shangdang,hold,hold,,,566
random_oracle_opus_20260503_174137_3c96,yarrow,2,20,early,2,0,stable,stable,zheng,move,move,shangcai,,837
random_oracle_opus_20260503_174137_3c96,yarrow,3,20,early,2,0,stable,stable,shangdang,move,move,zhongtiao,,238
random_oracle_opus_20260503_174137_3c96,yarrow,3,20,early,2,0,stable,stable,zheng,move,move,shangcai,,148
random_oracle_opus_20260503_174137_3c96,yarrow,4,20,early,2,0,stable,stable,zheng,move,move,shangcai,,716
random_oracle_opus_20260503_174137_3c96,yarrow,4,20,early,2,0,stable,stable,zhongtiao,hold,hold,,,684
random_oracle_opus_20260503_174137_3c96,yarrow,5,20,early,1,-1,losing,losing,zhongtiao,support,self_support,yewang,han,298
random_oracle_opus_20260503_174137_3c96,yarrow,5,20,early,1,-1,losing,losing,yewang,hold,hold,,,209
random_oracle_opus_20260503_174137_3c96,yarrow,6,20,early,0,-1,losing,losing,zhongtiao,move,move,hangu_pass,,217
random_oracle_opus_20260504_113552_3506,yarrow,1,20,early,2,0,stable,stable,shangdang,hold,hold,,,189
random_oracle_opus_20260504_113552_3506,yarrow,1,20,early,2,0,stable,stable,zheng,move,move,luoyang,,222
random_oracle_opus_20260504_113552_3506,yarrow,2,20,early,2,0,stable,stable,shangdang,hold,hold,,,604
random_oracle_opus_20260504_113552_3506,yarrow,2,20,early,2,0,stable,stable,zheng,move,move,shangcai,,946
random_oracle_opus_20260504_113552_3506,yarrow,3,20,early,2,0,stable,stable,shangdang,hold,hold,,,255
random_oracle_opus_20260504_113552_3506,yarrow,3,20,early,2,0,stable,stable,zheng,move,move,luoyang,,513
random_oracle_opus_20260504_113552_3506,yarrow,4,20,early,2,0,stable,stable,shangdang,hold,hold,,,187
random_oracle_opus_20260504_113552_3506,yarrow,4,20,early,2,0,stable,stable,zheng,move,move,shangcai,,221
random_oracle_opus_20260504_113552_3506,yarrow,5,20,early,2,0,stable,stable,shangdang,hold,hold,,,135
random_oracle_opus_20260504_113552_3506,yarrow,5,20,early,2,0,stable,stable,zheng,move,move,luoyang,,236
random_oracle_opus_20260504_113552_3506,yarrow,6,20,early,2,0,stable,stable,shangdang,hold,hold,,,310
random_oracle_opus_20260504_113552_3506,yarrow,6,20,early,2,0,stable,stable,zheng,move,move,luoyang,,513
random_oracle_opus_20260504_113552_3506,yarrow,7,20,mid,2,0,stable,stable,shangdang,hold,hold,,,272
random_oracle_opus_20260504_113552_3506,yarrow,7,20,mid,2,0,stable,stable,zheng,move,move,luoyang,,291
random_oracle_opus_20260504_113552_3506,yarrow,8,20,mid,2,0,stable,stable,shangdang,hold,hold,,,153
random_oracle_opus_20260504_113552_3506,yarrow,8,20,mid,2,0,stable,stable,zheng,move,move,luoyang,,192
random_oracle_opus_20260504_113552_3506,yarrow,9,20,mid,2,0,stable,stable,shangdang,hold,hold,,,185
random_oracle_opus_20260504_113552_3506,yarrow,9,20,mid,2,0,stable,stable,zheng,move,move,luoyang,,431
random_oracle_opus_20260504_113552_3506,yarrow,10,20,mid,2,0,stable,stable,shangdang,hold,hold,,,358
random_oracle_opus_20260504_113552_3506,yarrow,10,20,mid,2,0,stable,stable,zheng,move,move,shangcai,,561
random_oracle_opus_20260504_113552_3506,yarrow,11,20,mid,2,0,stable,stable,shangdang,hold,hold,,,558
random_oracle_opus_20260504_113552_3506,yarrow,11,20,mid,2,0,stable,stable,zheng,move,move,luoyang,,425
random_oracle_opus_20260504_113552_3506,yarrow,12,20,mid,1,-1,losing,losing,shangdang,hold,hold,,,532
random_oracle_opus_20260504_113552_3506,yarrow,12,20,mid,1,-1,losing,losing,zheng,move,move,luoyang,,933
random_oracle_opus_20260504_113552_3506,yarrow,13,20,mid,1,0,stable,losing,shangdang,hold,hold,,,983
random_oracle_opus_20260504_113552_3506,yarrow,14,20,late,1,0,stable,losing,shangdang,hold,hold,,,1136
random_oracle_opus_20260504_113552_3506,yarrow,15,20,late,1,0,stable,losing,shangdang,hold,hold,,,1415
random_oracle_opus_20260504_113552_3506,yarrow,16,20,late,1,0,stable,losing,shangdang,hold,hold,,,841
random_oracle_opus_20260504_113552_3506,yarrow,17,20,late,1,0,stable,losing,shangdang,support,other_support,zheng,wei,545
random_oracle_opus_20260504_113552_3506,yarrow,18,20,late,1,0,stable,losing,shangdang,hold,hold,,,988
random_oracle_opus_20260504_113552_3506,yarrow,19,20,late,1,0,stable,losing,shangdang,hold,hold,,,636
random_oracle_opus_20260504_113552_3506,yarrow,20,20,late,1,0,stable,losing,shangdang,hold,hold,,,1029
random_oracle_opus_20260504_202055_1bd9,yarrow,1,20,early,2,0,stable,stable,shangdang,hold,hold,,,321
random_oracle_opus_20260504_202055_1bd9,yarrow,1,20,early,2,0,stable,stable,zheng,move,move,luoyang,,669
random_oracle_opus_20260504_202055_1bd9,yarrow,2,20,early,2,0,stable,stable,shangdang,hold,hold,,,255
random_oracle_opus_20260504_202055_1bd9,yarrow,2,20,early,2,0,stable,stable,zheng,move,move,luoyang,,381
random_oracle_opus_20260504_202055_1bd9,yarrow,3,20,early,2,0,stable,stable,shangdang,hold,hold,,,670
random_oracle_opus_20260504_202055_1bd9,yarrow,3,20,early,2,0,stable,stable,zheng,move,move,luoyang,,814
random_oracle_opus_20260504_202055_1bd9,yarrow,4,20,early,2,0,stable,stable,shangdang,hold,hold,,,315
random_oracle_opus_20260504_202055_1bd9,yarrow,4,20,early,2,0,stable,stable,yewang,hold,hold,,,624
random_oracle_opus_20260504_202055_1bd9,yarrow,5,20,early,2,0,stable,stable,shangdang,support,self_support,zheng,han,266
random_oracle_opus_20260504_202055_1bd9,yarrow,5,20,early,2,0,stable,stable,yewang,move,move,zheng,,367
random_oracle_opus_20260504_202055_1bd9,yarrow,6,20,early,2,0,stable,stable,shangdang,hold,hold,,,641
random_oracle_opus_20260504_202055_1bd9,yarrow,6,20,early,2,0,stable,stable,zheng,move,move,luoyang,,1129
random_oracle_opus_20260504_202055_1bd9,yarrow,7,20,mid,2,0,stable,stable,shangcai,hold,hold,,,440
random_oracle_opus_20260504_202055_1bd9,yarrow,7,20,mid,2,0,stable,stable,shangdang,hold,hold,,,579
random_oracle_opus_20260504_202055_1bd9,yarrow,8,20,mid,1,-1,losing,losing,shangcai,move,move,zheng,,276
random_oracle_opus_20260504_202055_1bd9,yarrow,8,20,mid,1,-1,losing,losing,shangdang,support,self_support,zheng,han,314
random_oracle_opus_20260504_202055_1bd9,yarrow,9,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1170
random_oracle_opus_20260504_202055_1bd9,yarrow,10,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1326
random_oracle_opus_20260504_202055_1bd9,yarrow,11,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1221
random_oracle_opus_20260504_202055_1bd9,yarrow,12,20,mid,1,0,stable,losing,shangdang,hold,hold,,,941
random_oracle_opus_20260504_202055_1bd9,yarrow,13,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1203
random_oracle_opus_20260504_202055_1bd9,yarrow,14,20,late,1,0,stable,losing,shangdang,hold,hold,,,807
random_oracle_opus_20260504_202055_1bd9,yarrow,15,20,late,1,0,stable,losing,shangdang,support,other_support,zheng,qin,370
random_oracle_opus_20260504_202055_1bd9,yarrow,16,20,late,1,0,stable,losing,shangdang,hold,hold,,,1096
random_oracle_opus_20260504_202055_1bd9,yarrow,17,20,late,1,0,stable,losing,shangdang,hold,hold,,,1161
random_oracle_opus_20260504_202055_1bd9,yarrow,18,20,late,1,0,stable,losing,shangdang,hold,hold,,,1187
random_oracle_opus_20260504_202055_1bd9,yarrow,19,20,late,1,0,stable,losing,shangdang,move,move,zheng,,1093
random_oracle_opus_20260504_202055_1bd9,yarrow,20,20,late,1,0,stable,losing,shangdang,hold,hold,,,921
tarot_opus_20260410_143545_2eba,tarot,1,13,early,3,1,gaining,stable,shangdang,hold,hold,,,188
tarot_opus_20260410_143545_2eba,tarot,1,13,early,3,1,gaining,stable,zheng,move,move,shangcai,,183
tarot_opus_20260410_143545_2eba,tarot,2,13,early,1,-2,crisis,losing,shangdang,move,move,zhongtiao,,615
tarot_opus_20260410_143545_2eba,tarot,2,13,early,1,-2,crisis,losing,zheng,hold,hold,,,341
tarot_opus_20260410_143545_2eba,tarot,2,13,early,1,-2,crisis,losing,shangcai,support,self_support,zheng,han,426
tarot_opus_20260410_143545_2eba,tarot,3,13,early,1,0,stable,losing,zheng,move,move,yewang,,782
tarot_opus_20260410_143545_2eba,tarot,3,13,early,1,0,stable,losing,zhongtiao,support,self_support,yewang,han,382
tarot_opus_20260410_143545_2eba,tarot,4,13,early,1,0,stable,losing,zheng,move,move,shangcai,,575
tarot_opus_20260410_143545_2eba,tarot,5,13,mid,1,0,stable,losing,zheng,hold,hold,,,675
tarot_opus_20260410_143545_2eba,tarot,6,13,mid,1,0,stable,losing,zheng,move,move,shangcai,,779
tarot_opus_20260410_143545_2eba,tarot,7,13,mid,2,1,gaining,stable,zheng,move,move,shangcai,,425
tarot_opus_20260410_143545_2eba,tarot,8,13,mid,2,0,stable,stable,shangcai,support,self_support,zheng,han,480
tarot_opus_20260410_143545_2eba,tarot,8,13,mid,2,0,stable,stable,zheng,hold,hold,,,412
tarot_opus_20260410_143545_2eba,tarot,9,13,late,3,1,gaining,stable,shangcai,hold,hold,,,618
tarot_opus_20260410_143545_2eba,tarot,9,13,late,3,1,gaining,stable,zheng,move,move,yewang,,517
tarot_opus_20260410_143545_2eba,tarot,10,13,late,2,-1,losing,stable,shangcai,support,self_support,zheng,han,482
tarot_opus_20260410_143545_2eba,tarot,10,13,late,2,-1,losing,stable,yewang,move,move,henei,,406
tarot_opus_20260410_143545_2eba,tarot,10,13,late,2,-1,losing,stable,zheng,hold,hold,,,355
tarot_opus_20260410_143545_2eba,tarot,11,13,late,2,0,stable,stable,zheng,hold,hold,,,609
tarot_opus_20260410_143545_2eba,tarot,11,13,late,2,0,stable,stable,shangcai,move,move,wuguan_pass,,566
tarot_opus_20260410_143545_2eba,tarot,12,13,late,2,0,stable,stable,wuguan_pass,support,self_support,zheng,han,601
tarot_opus_20260410_143545_2eba,tarot,12,13,late,2,0,stable,stable,zheng,hold,hold,,,402
tarot_opus_20260410_143545_2eba,tarot,13,13,late,2,0,stable,stable,wuguan_pass,support,self_support,zheng,han,245
tarot_opus_20260410_143545_2eba,tarot,13,13,late,2,0,stable,stable,zheng,hold,hold,,,354
tarot_opus_20260410_195001_0fa6,tarot,1,20,early,2,0,stable,stable,shangdang,hold,hold,,,239
tarot_opus_20260410_195001_0fa6,tarot,1,20,early,2,0,stable,stable,zheng,move,move,luoyang,,322
tarot_opus_20260410_195001_0fa6,tarot,2,20,early,1,-1,losing,losing,shangdang,hold,hold,,,755
tarot_opus_20260410_195001_0fa6,tarot,2,20,early,1,-1,losing,losing,zheng,move,move,luoyang,,600
tarot_opus_20260410_195001_0fa6,tarot,3,20,early,1,0,stable,losing,zheng,move,move,luoyang,,476
tarot_opus_20260410_195001_0fa6,tarot,4,20,early,1,0,stable,losing,zheng,move,move,luoyang,,825
tarot_opus_20260410_195001_0fa6,tarot,5,20,early,1,0,stable,losing,zheng,support,other_support,luoyang,wei,322
tarot_opus_20260410_195001_0fa6,tarot,6,20,early,1,0,stable,losing,zheng,hold,hold,,,392
tarot_opus_20260410_195001_0fa6,tarot,7,20,mid,1,0,stable,losing,shangcai,hold,hold,,,1027
tarot_opus_20260410_195001_0fa6,tarot,8,20,mid,1,0,stable,losing,shangcai,hold,hold,,,450
tarot_opus_20260410_195001_0fa6,tarot,9,20,mid,1,0,stable,losing,shangcai,move,move,zheng,,414
tarot_opus_20260410_195001_0fa6,tarot,10,20,mid,1,0,stable,losing,shangcai,hold,hold,,,1184
tarot_opus_20260410_195001_0fa6,tarot,11,20,mid,1,0,stable,losing,shangcai,hold,hold,,,388
tarot_opus_20260410_195001_0fa6,tarot,12,20,mid,1,0,stable,losing,shangcai,hold,hold,,,1007
tarot_opus_20260410_195001_0fa6,tarot,13,20,mid,1,0,stable,losing,shangcai,support,other_support,zheng,zhao,369
tarot_opus_20260410_195001_0fa6,tarot,14,20,late,1,0,stable,losing,shangcai,hold,hold,,,1030
tarot_opus_20260410_195001_0fa6,tarot,15,20,late,1,0,stable,losing,shangcai,hold,hold,,,395
tarot_opus_20260410_195001_0fa6,tarot,16,20,late,1,0,stable,losing,shangcai,hold,hold,,,1234
tarot_opus_20260410_195001_0fa6,tarot,17,20,late,0,-1,losing,losing,shangcai,hold,hold,,,297
tarot_opus_20260411_113544_eacb,tarot,1,11,early,3,1,gaining,stable,shangdang,hold,hold,,,609
tarot_opus_20260411_113544_eacb,tarot,1,11,early,3,1,gaining,stable,zheng,move,move,shangcai,,513
tarot_opus_20260411_113544_eacb,tarot,2,11,early,2,-1,losing,stable,zheng,move,move,luoyang,,460
tarot_opus_20260411_113544_eacb,tarot,2,11,early,2,-1,losing,stable,shangdang,move,move,zhongtiao,,380
tarot_opus_20260411_113544_eacb,tarot,2,11,early,2,-1,losing,stable,shangcai,hold,hold,,,411
tarot_opus_20260411_113544_eacb,tarot,3,11,early,2,0,stable,stable,shangcai,hold,hold,,,180
tarot_opus_20260411_113544_eacb,tarot,3,11,early,2,0,stable,stable,zhongtiao,move,move,yewang,,349
tarot_opus_20260411_113544_eacb,tarot,4,11,mid,1,-1,losing,losing,yewang,move,move,zheng,,269
tarot_opus_20260411_113544_eacb,tarot,4,11,mid,1,-1,losing,losing,shangcai,support,self_support,zheng,Han,286
tarot_opus_20260411_113544_eacb,tarot,5,11,mid,1,0,stable,losing,zheng,hold,hold,,,197
tarot_opus_20260411_113544_eacb,tarot,6,11,mid,1,0,stable,losing,zheng,hold,hold,,,1411
tarot_opus_20260411_113544_eacb,tarot,7,11,mid,0,-1,losing,losing,luoyang,hold,hold,,,1356
tarot_opus_20260411_174138_b51a,tarot,1,20,early,3,1,gaining,stable,shangdang,hold,hold,,,912
tarot_opus_20260411_174138_b51a,tarot,1,20,early,3,1,gaining,stable,zheng,move,move,shangcai,,646
tarot_opus_20260411_174138_b51a,tarot,2,20,early,2,-1,losing,stable,zheng,move,move,luoyang,,922
tarot_opus_20260411_174138_b51a,tarot,2,20,early,2,-1,losing,stable,shangdang,hold,hold,,,490
tarot_opus_20260411_174138_b51a,tarot,2,20,early,2,-1,losing,stable,shangcai,hold,hold,,,506
tarot_opus_20260411_174138_b51a,tarot,3,20,early,2,0,stable,stable,zheng,move,move,luoyang,,323
tarot_opus_20260411_174138_b51a,tarot,3,20,early,2,0,stable,stable,shangcai,hold,hold,,,272
tarot_opus_20260411_174138_b51a,tarot,4,20,early,2,0,stable,stable,zheng,move,move,luoyang,,854
tarot_opus_20260411_174138_b51a,tarot,4,20,early,2,0,stable,stable,shangcai,hold,hold,,,412
tarot_opus_20260411_174138_b51a,tarot,5,20,early,1,-1,losing,losing,yewang,move,move,zheng,,463
tarot_opus_20260411_174138_b51a,tarot,5,20,early,1,-1,losing,losing,shangcai,support,self_support,zheng,han,388
tarot_opus_20260411_174138_b51a,tarot,6,20,early,1,0,stable,losing,shangcai,move,move,jianghan_plain,,943
tarot_opus_20260411_174138_b51a,tarot,7,20,mid,1,0,stable,losing,shangcai,hold,hold,,,1215
tarot_opus_20260411_174138_b51a,tarot,8,20,mid,1,0,stable,losing,shangcai,hold,hold,,,1162
tarot_opus_20260411_174138_b51a,tarot,9,20,mid,1,0,stable,losing,shangcai,hold,hold,,,260
tarot_opus_20260411_174138_b51a,tarot,10,20,mid,1,0,stable,losing,shangcai,hold,hold,,,1341
tarot_opus_20260411_174138_b51a,tarot,11,20,mid,1,0,stable,losing,shangcai,hold,hold,,,1190
tarot_opus_20260411_174138_b51a,tarot,12,20,mid,1,0,stable,losing,shangcai,hold,hold,,,348
tarot_opus_20260411_174138_b51a,tarot,13,20,mid,1,0,stable,losing,shangcai,hold,hold,,,1039
