game_id,condition,round,method,hexagram_number,card_1,card_2,card_3,posture_1,posture_2,posture_3
tarot_opus_20260417_064828_54d8,tarot,12,tarot_spread,,Ace of Cups,Page of Pentacles,Justice,ally,observe,observe
tarot_opus_20260417_064828_54d8,tarot,13,tarot_spread,,Seven of Pentacles,Five of Swords,Four of Swords,observe,advance,retreat
tarot_opus_20260417_064828_54d8,tarot,14,tarot_spread,,Ten of Wands,Six of Swords,Ace of Pentacles,retreat,retreat,hold
tarot_opus_20260417_064828_54d8,tarot,15,tarot_spread,,The Chariot,Judgement,Four of Swords,advance,transform,retreat
tarot_opus_20260417_064828_54d8,tarot,16,tarot_spread,,Four of Cups,The Moon,The Devil,observe,observe,observe
tarot_opus_20260417_064828_54d8,tarot,17,tarot_spread,,Justice,Four of Wands,Two of Cups,observe,hold,ally
tarot_opus_20260417_064828_54d8,tarot,18,tarot_spread,,Knight of Swords,Four of Wands,Four of Cups,advance,hold,observe
tarot_opus_20260417_064828_54d8,tarot,19,tarot_spread,,Ten of Cups,Three of Wands,Nine of Pentacles,ally,advance,hold
tarot_opus_20260417_064828_54d8,tarot,20,tarot_spread,,Three of Wands,Queen of Pentacles,Nine of Wands,advance,hold,hold
tarot_opus_20260417_064828_ffa6,tarot,1,tarot_spread,,Ten of Cups,Nine of Cups,Three of Cups,ally,hold,ally
tarot_opus_20260417_064828_ffa6,tarot,2,tarot_spread,,King of Cups,Queen of Cups,The High Priestess,ally,observe,observe
tarot_opus_20260417_064828_ffa6,tarot,3,tarot_spread,,Five of Wands,Ace of Pentacles,The Chariot,advance,hold,advance
tarot_opus_20260417_064828_ffa6,tarot,4,tarot_spread,,Four of Cups,Page of Cups,Seven of Pentacles,observe,observe,observe
tarot_opus_20260417_064828_ffa6,tarot,5,tarot_spread,,Ten of Cups,The Hierophant,The Hanged Man,ally,hold,retreat
tarot_opus_20260417_064828_ffa6,tarot,6,tarot_spread,,The High Priestess,Five of Wands,Three of Cups,observe,advance,ally
tarot_opus_20260417_064828_ffa6,tarot,7,tarot_spread,,Knight of Pentacles,The World,Queen of Cups,hold,advance,observe
tarot_opus_20260417_064828_ffa6,tarot,8,tarot_spread,,Strength,Four of Swords,Ten of Cups,hold,retreat,ally
tarot_opus_20260417_064828_ffa6,tarot,9,tarot_spread,,Two of Wands,Ten of Wands,Six of Swords,observe,retreat,retreat
tarot_opus_20260417_064828_ffa6,tarot,10,tarot_spread,,The Chariot,Four of Cups,Ten of Wands,advance,observe,retreat
tarot_opus_20260417_064828_ffa6,tarot,11,tarot_spread,,Eight of Swords,The World,The Hermit,observe,advance,retreat
tarot_opus_20260417_064828_ffa6,tarot,12,tarot_spread,,Wheel of Fortune,Ace of Cups,The Fool,transform,ally,advance
tarot_opus_20260417_064828_ffa6,tarot,13,tarot_spread,,The Fool,Eight of Wands,The Empress,advance,advance,ally
tarot_opus_20260417_064828_ffa6,tarot,14,tarot_spread,,Four of Swords,Six of Wands,Temperance,retreat,advance,ally
tarot_opus_20260417_064828_ffa6,tarot,15,tarot_spread,,Ace of Cups,Nine of Swords,The Devil,ally,retreat,observe
tarot_opus_20260417_064828_ffa6,tarot,16,tarot_spread,,Nine of Pentacles,Eight of Pentacles,Five of Wands,hold,hold,advance
